Teks,Prediksi Sentimen
aplikasi model suruh updatekita updatedan luamaaanyaaaadaaan proses unduh persenterima maaf update hadeehmendingan update lahmakan menitanmana transaksi secepatnyamalah boros pulsa update update,Negatif
hati coba login ulang pelihara sistem coba kasih masuk no kartu no ujungx dilnjutkan pelihara sistem hari saldo didlmx,Negatif
aplikasi annoying banget susah buka muter muter lot banget suka crash aduh,Negatif
buruk bukanny upgrade downgrade topup gagal ket cek no va ulang ya topup aplikasi ecom butuh tampil butuh efektif mudah,Negatif
mohon baik apk nya kak admin lapor cs mandiri suruh tunggu lapor pusat suruh login kala pakai log tulis layan sedia mohon baik ya min terimakasih,Negatif
kak nya login livin mandiri pasuk no kartu debit cetak kartu lupa nomor kartunyaterimakasih tunggu solusi,Negatif
sumpah enak pakai livin mandiri biru mudah simple pakai kuning bingung banget cari akun bayar multi paymentnya cari info youtube menu sama livin mandiri biru,Negatif
masuk livinselalu layan sedia bisa,Negatif
kecewa sistem livin tf top up terang nya gagal tinggal halaman dah atur jam otomatis salah otomatis kecewa harap sistem livin baik,Negatif
enak reservasi setortarik tunai aplikasi niatny biar cepat pas lokasi tunggu bahkn jam lokasi tellerny orang kalo jam isomah ya tinggal lum kalo bawa cekgiro,Negatif
ui versi baru ribet iklan kembali ui sederhana starightforward,Negatif
asli lot transaksi susah terang hasil hubung clear chace biru kendala,Negatif
baca review bintang kecil ragu download biasa apps download registrasi data rekening lengkap nomor transaksi lengkap sidikjari pin lancar konfirmasi bank sih kalo upgrade kendala moga mjd superapps amin,Negatif
minggu transaksi pakai apk ikisetiap selesai pasuk pin muncul cek atur jam handpone andagunakan atur tanggal otomatis akses livinpadahal pakai otomatis tansaksi,Negatif
halo mandiri saldo tahan nunggak,Negatif
livin eror susah masuk aplikasi sinyal bagus tolong baik guna mudah jelek,Negatif
daftar agustus bisadi sulit udj asih kode konfirmasi sms bisakalau niat bikin apk bikin,Negatif
mandiri livin lot buka aplikasi tolong kalo baik servermaintance jam aktifitas guna jam trtntu hari buka aplikasi sngat ganggu guna,Negatif
aplikasi jelassudah tau rating nya komplain baik ganti livin kuning livin biru ok daftar bolak ngabisin pulsa doang coba bank nya kasih baik biar ubah rating nya bagus,Negatif
butuh genggam bayar tagih listrik rumah mudah ribet atm kalo pegang kartu tarik tunai fitur guna banget tingkat optimal kerja appsnya ya moga jaya,Negatif
perkara ganti no hp verifikasi wajah kali kali alesan pusat wajah ktp kalo foto ktpnya remaja log livin foto baca mudah ubah data nasabah mandiri sulit nasabah ganti no mbanking,Negatif
transaksi apa pusing pakai livin bayar paket data pakai livin transaksi tarik tunai kartu coba check riwayat transaksi tunda tunda bank dipakek transaksi apa uang saldo,Positif
tiba aplikasi suruh masuk data nomor kartu tanggal verfikasi foto suruh kantor mandiri dekat ya aneh nomor rekening aplikasi akun logout aplikasi,Negatif
tahan banget update kesini paksa pindah kesini tau parah parah banget jelek banget nih aplikasi nya kecewa mandiri nya transaksi sulit eror payah cari ulas nih super parah login mental sih,Negatif
bagus logo biru fitur logo kuning fungsi gagal harus transaksi sangkut uang usaha pakai mandiri apk logo kuning sulit teman kapal ngeluh kalo logo kuning enak pakai thanks nasabah,Negatif
parah buka mulupadahal pakeparah parah,Negatif
aku fiturfitur aplikasi mudah nasabah transaksi kendala performa aplikasi hitung berat keluh guna aplikasi tambah minta up date ganggu desak suruh up date aplikasi moga lekas benah,Negatif
tolong atm mandiri upgrade atm setor tunai atm baca mudah nasabah mudah setor tunai atm cabang,Negatif
buka instal ulang susahga isi identitas kali kali,Negatif
masuk apk jaring ngebut,Negatif
pakai aplikasi kalo hp hilang rusak susah buka bahaya kalo saldo nih aplikasi cuman daftarbuka rekening nge download aplikasi masuk akun aplikasi livin buatwas was aman kartu fisik nya cuman aplikasi aplikasi langsung login akun daftar bahaya aman,Negatif
mudah pakai livin transfer belanja dll mantap,Negatif
livin mandiri kalo tf susah banget pas muncul data sedia urgent tf wifi lancar pakai data lancar tf pakai livin eror pas login muncul koneksi internet stabil aplikasi lancar ganggu internet tolong livinnya baik biar kayak mbanking lainnyakita pakai nyaman ganggu banget itutolong ya mandiri bank,Negatif
kecewa login pakai otak eh salah pakai username password pakai aktivasi nomer hp buka rekening login wajib pakai kartu aneh banget,Negatif
layan nya lengkap susah masuk aku,Negatif
tolong livin halaman login,Negatif
registrasi tunggu proses buka rekening suruh tunggu jam pemberitahuan ulang verifikasi ktp gagal,Negatif
mandiri gaya ganti app ribet regustrasi ulang mindahin app kartu atm hilang malas kalo cabang print kartu lot antri menggangu aktivitas banking olshop malas pakai mandiri,Negatif
update parah aplikasi livin mandiri transfer susah mati suruh cek atur jam handphone waktutanggal otomatis otomatis bisagimana transfer kalo tolong baik,Negatif
loginmalah kayak suruh ulang jadehhhhh,Negatif
minggu kemarin app livin loading koneksi internet lancar jaya coba buka nih payah usah bumn,Negatif
buka ya transaksi update an baru,Positif
kartu atm tuju notifikasi kirim terima atasnama iwan saudara rumah saudara nama iwan lhoh nomor resi terima kurir hubung puhak terima ya foto terima takut salah aneh banget nih bank,Negatif
ya top up livin akun dana saldo nya masuk ya saldo rekening berkurangsetatus livin hasil top uptapi saldo dana masukkemana pergi saldo top up kali iniselama ok ok,Positif
susah transaksi tulis otomatis otomatis,Positif
semestinyake n screenshot fitur control jarak buka gambar peringatantdk buka tolong baik by mandiri,Negatif
mbanking baik tetap baca mobile aplikasi simple makan memori transaksi cepat tele tele jarang error butuh dana cash dadak tarik tunai saldo perak kalo sungguh balik paksa pakai terima gaji bulannan usaha wajib transaksi hari pakai baca,Negatif
burukpendaftaran online mesti puluh puluh jam beri otp kali verifikasi nomernya habis pulsabelum pas rekening menit jam selesaisehingga login puluh kalipayah beda bank swasta birusimple mudah menit rekening selesai proses nama bank negara,Negatif
masuk mbanking banget loading nya jaring sinyal bagus kouta buru bayar pakai qris,Negatif
halo akhir susah log hubung jaring bagus susah masuk mohon baik masuk enak susah,Negatif
tolong baik save no rekening ngesave no rek no no rekening ter save hilang user orang no rek living biru sih nyata banget,Negatif
login terang layan sedia,Negatif
kali kali bank mandiri bikin kecewa transaksi steam lancar ribet steam bilang bank masalah kartu visa transaksi bikin ribet indonesia maju kalo pegawai bumn nya,Negatif
suruh upload upload buka aplikasi nya mudah sulit transfer tolong baik kalo sangup upload suruh upload nasabah susah,Negatif
login akun muncul sistem pelihara,Negatif
aplikasi livin sebal hari selfie pemrosesan buat livin gagal terang hubung alas jaring jaring jaring dasar,Negatif
buruk coba transaksi gagal instal ulang log muncul alas verivikasi cabang dekat,Negatif
terima kasih aplikasi urus mudah atas,Negatif
ya livin malam hasil hubung update gbisa buka,Negatif
aplikasi livin kuning cepat biru tampil tarik topup ewallet emoney cepat oiya fiturnya lengkap mudah banget top,Negatif
hancur kali susah transfer gagal maintenance faedah,Negatif
muas hp android bank bank banking tolong baik kawan kawan aplikasi livin hp kawan kawan ikut ram hp terimakasih,Negatif
transaksi beda bank susah banget ketik nomor rekening kudu copas ribet nya mandiri online livin biru livin biru suruh migrasi livin kuning suruh pindah bank ya,Negatif
buka rekening ngikuti prosedur verifikasi ektp hasil suruh verifikasi sms kirim sms nya logout,Negatif
kendala transfer dana cs nya cekat hadap komplenan customer bayar tunda jelas mandiri ya nominal sayang knapa layan nya,Negatif
selurah appnya bagusbisa tranfertarik tunai kartupembayaran vanamun kecewa tawar ksm reguler kali tawar dua diacckalau penuh kreteria ya ditawarin promo itutakut bayartaatau mandiri uang,Negatif
banding versi aplikasi susah masuk alias eror transaksi versi baru mudah transaksi transaksi livin versi,Negatif
bagus livin warna biru pusing pakai nya tabung rencana cair by aplikasi biru praktisbisa dibalikkin aplikasi,Negatif
kayak pas daftar masak konfirmasi sandi sandi nya konfirmasi apk tolong baik,Negatif
kurang sistem pelihara malam ganggu butuh transaksi lebih ok,Negatif
buruk banding aplikasi bank ribet eror chat email cs livin jalan ujungujungnya surut bank mandiri dekat buruk banding aplikasi bank,Negatif
hambat apk transaksi pelihara sistem hambat orang transaksi tolong tingkat aplikasi jam ganggu,Negatif
transaki debit potong biaya admin kali lapor email potong potong,Negatif
semenjak udpate logo kuning lot banget error paham deh bayar pakai virtual account gampang nomor salah diupdate aneh sih pakai mbanking biar mudah susah,Negatif
sih login aplikasi menit ribet banget yaallah estatement nya susah banget download coba berkalikali file rusak tolong kalo aplikasi mudah sulit terima kasih,Negatif
samasetiap transfer top up eror muncul notif sesuai tanggaldan hp auto datetetap,Negatif
update hapus aplikasi hapus cache nih update livin memori hp please aplikasi kayak tetangga belah sederhana pakai ribet pakai umur versi lite cek saldo tarik tunai transfer bayar tagih bisnis fitur pinjam reksadana dll instal update livin baru thanks inovasi,Negatif
lot topup notifikasi berhasilsaldo langsung potong orang beli uang barang nya goib apl nya bagus jual livin bagus hilang,Negatif
aplikasi ya transfer susah aneh nya rekening susah rekening tuju aktif temu rekening tuju aktif sering suruh update,Negatif
aplikasi susah banget kalo login muter masuk tolong baik terima kasih,Negatif
sih layan bi fast akun,Negatif
tolong baik aplikasinyasaat verifikasi wajah bisabisa wajah nya kamera oke pin matatetap bisatolong diperbaikin kasih bintang duluentar kalo verifikasi wajah kasih bintang,Negatif
mobile banking buruk bank komersial lainnyasudahlah fitur sistem seringkali downseharusnya beranda aplikasi sedia layan cs keluh nasabah nasabah tumpah kesal alhasil rating playstore bobrok,Negatif
kasih review bintang kali parah banget banding bcabni livin parah banget ganggu jam jam sibuk interface gonta ganti error saran deploy aplikasi pas jam sibuk ya,Negatif
ya pas download logo kuning masuk eh tbtb coba ya tau deh isi logo kuning kayak pas bank dekat bank nya tau mana loh,Negatif
aplikasi buka notifikasi mohon mati rekam layar rekam layar jalan uninstall keterangnnya harap os resmi hp apa apa,Negatif
tolong ya aplikasi suka uninstall kali kali pakai aplikasi hilang pas playstore instal,Negatif
cs nya lapor kendala password balas,Negatif
pindah hp donwload livid daftar ulang susah masuk ya tolong baik,Negatif
livin error ya bagus livin biru suruh nasabah migrasi livin kualitas nya baik turun kayak benarbenar buruk,Negatif
aplikasi new livin bagus fiturnya mudah hati login transaksi hai topup emoney cek update saldo aplikasi tap mesin atm tolong bantu pakbutrims,Negatif
maintenance lihat minggu maintenance orang urgent proses baca mobile gaperna,Negatif
awat nya lamapas gagal transfer uang,Negatif
tibatiba aps pakai issue habis update jalan aps nya install ulang pakai aps nya iya mesti install ulang verifikasi atm repot,Negatif
livin mandiri praktis banding mandiri online mandiri online nomer rekening transfer simpan otomatis livin mandiri simpan nya transaksi repot,Negatif
bintang coba pakai transaksi cuman bingung beda ya livin mandiribiru pakai transaksi baik hai aplikasi baru nonaktif,Negatif
livin kayak transaksi pakai qris status tunda saldo potong udal kirim email telpon suruh tekan tombol bikin bingung kalo mudah bikin,Negatif
nasabah banj mandiri livin ganggu jam jalan eror,Negatif
kali ganggu ya ganggu kali aktif aplikasi butuh pulsa aplikasi ganggu orang menguninstal aplikasi download,Negatif
depan nya aplikasi rating buruk arah setel jam otomatis setinggan otomatis mohon benah livin,Negatif
apk pelihara erorrmasa jam jam pemiliharaan teruslucu,Negatif
buka aplikasi nya angan hubung nyaman waktu butuh nya mohon baik,Negatif
aplikasi livin by mandiri mudah banding aplikasi sebelumnyabuka rekening mudah tampil menarikbahkan bayar ukt antri pokok pakai ribet deh,Negatif
bagus kendala apa sayang desa kantor pindah lumayan,Negatif
jam malam neransfer akun dana nunggunya tolong update biar topup meneransfer jam malam semenjak update apknya ganggu susah top up teransferapknya ganggu sinyal bagus,Negatif
update pakai ngefreeze loading transaksisaya uninstall instal lagimalah loginngefreeze jugapayah ah,Negatif
livin kuning keren tampil nya bos menu oke kini mantap pokok hapus daftar transfer simpan gagal proses tolong baik bos ku,Negatif
ganguan saldo hilang rp rp itutapi riwayat transaksi catat apa ya saldo ya rasa inggin buka rek mandiri pikir deh bank percaya cuman alami teman pakai mandir lapor email tangap,Negatif
update lelet spek hp sesuai versi android baru jaring data bagus stabiltolong baik yaaplikasinya enak pakai ba simpel,Negatif
buka livin menu aksesbilitaspadahal non aktifmohon bantu,Negatif
aplikasi kesini kesana banyak erorrr parah ter paraaaahhhhhh mending logo biru kendala yamaha email tanggap telp biaya pulsa email fast respon gilir deh masuk transfer top up aplikasi tonton doang susah,Negatif
gagal verifikasi wajahpadahal wajah sendiritolonglah sulit,Negatif
komennya bantu apk ternayata bagus banget lancar transaksi peelu ribet langsung otomatis hubung terima kasih livin tahan,Negatif
